Unnamed: 0,Body,Label
4390,"> I had the same problem when installing Win on it and eventually sorted it
> out by disabling the infrared port. Enter your bios and try disabling your infrared port in the bios.
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
4391,"Man killed 'trying to surf' on Tube train 
Ananova 
Wednesday December 4, 2002 11:07 AM
An investigation has been launched into the death of a passenger who tried
to ""surf"" on a Tube train.
The passenger, a man in his mid 20s, died in the incident at Chalk Farm
station on the Northern Line on Monday night.
Witnesses have reported seeing the man trying to hang on to the train as it
left the north London station.
There is also a suggestion that he may have been waving at friends in the
train.
The man died when he struck the wall at the beginning of the tunnel at the
end of the platform.
""We think he may have been trying to jump on to the side of the train. It's
not quite clear what happened,"" said a London Underground spokeswoman.
The incident was being investigated by both LU and British Transport Police,
who today described the death as ""non-suspicious."" To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ ",0
4392,"Hi Gianni,A very good resource for this is:
http://linux-laptop.net/
or:
http://www.mobilix.org/They have walk through guides for an umber of latops, highlighting what
to look out for.Have a look there, and let us know if you succeed.Cheers,Phil TrickettOn Wed, 2002-12-04 at 11:36, Gianni Ponzi wrote:
> Hi all
> 
> 
> I have a prob when trying to install Linux (tried RedHat, Suse) on my
> laptop. I can start the install but after about 2min, the whole pc just
> dies.
> I know it's not a Linux prob and here is what I have encountered:
> 
> I had the same problem when installing Win on it and eventually sorted it
> out by disabling the infrared port. I'm guessing this might be same prob
> although I'm not sure. I am very new to Linux so it's not that easy for me
> to work it out. I did manage to follow the setup procedure at one stage
> (using images on disks) and it cuts out either as it's trying to verify what
> CD-Rom I have or just after (hence my suspicion of the infrared port again).
> 
> can anyone help ?
> 
> thanks
> Gianni
> 
> 
> ************************************************************************
> This e-mail and any files transmitted with it are confidential
> and intended solely for the use of the individual or entity to
> which they are addressed. If you have received this e-mail
> in error, please notify the EPA postmaster - postmaster@epa.ie
> 
> The opinions contained within are personal to the sender and 
> do not necessarily reflect the policy of the Environmental 
> Protection Agency.
> 
> This footnote also confirms that this e-mail message has been
> swept by MIMEsweeper for the presence of computer viruses.
> 
> ************************************************************************
-- 
Philip Trickett 
TechWorks Marine Ltd-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
4393,"Gianni Ponzi wrote:
> I have a prob when trying to install Linux (tried RedHat, Suse) on my
> laptop. I can start the install but after about 2min, the whole pc just
> dies.Can you disable DMA and see if this makes a difference?Nick-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
4394,"Neale Pickett  writes:> Skip Montanaro  writes:
> 
> > Yes.  It also seems to me that web page content filtering proxies (you
> > know, keeping your kids or employees from visiting XXX websites) would
> > be another good application of the technology.
> 
> Not to mention IDS (Intrusion Detection Systems).
> 
> IANAS but I have a friend who is, and he's suggested to me a few times
> that it would be very interesting and possibly fruitful to apply
> Bayesian analysis to network security.  But I think I'm going to have to
> pull out the probab/stats book from college before I embark on such a
> thing :)I have half a mind to see how it works as a replacement for gnus'
adaptive scoring.  A harder problem than spam filtering, I guess, but
it might be interesting.Cheers,
M._______________________________________________
Spambayes mailing list
Spambayes@python.org
http://mail.python.org/mailman/listinfo/spambayes
",0
4395,"
Hi,I think you need to give us a little more detailed information.On Wed, 04 Dec 2002, Gianni Ponzi wrote:> I have a prob when trying to install Linux (tried RedHat, Suse) on my
> laptop. You get _exactly_ the same problem with Suse and RedHat, is that right?
What versions of these have you used?> I can start the install but after about 2min, the whole pc just
> dies.As in freezes, reboots?  Do you get any errors?> I know it's not a Linux prob and here is what I have encountered:
> 
> I had the same problem when installing Win on it and eventually sorted it
> out by disabling the infrared port. Did you disable it in the BIOS or in windows?> I'm guessing this might be same prob although I'm not sure. I am very new
> to Linux so it's not that easy for me to work it out. I did manage to
> follow the setup procedure at one stage (using images on disks) and it
> cuts out either as it's trying to verify what CD-Rom I have or just after
> (hence my suspicion of the infrared port again).1. What laptop is it?  What is the Processor and how much RAM does it have?2. You cannot simply boot off the cdrom?  It must be quite an old laptop
then or else cdrom booting is disabled in the BIOS.  Is the cdrom external
or strange in some way?Gavin-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
4396,"    Date:        Tue, 20 Aug 2002 17:27:47 -0500
    From:        Chris Garrigues 
    Message-ID:  <1029882468.3116.TMDA@deepeddy.vircio.com>
  | I'm hoping that all people with no additional sequences will notice are
  | purely cosmetic changes.Well, first, when exmh (the latest one with your changes) starts, I get...can't read ""flist(totalcount,unseen)"": no such element in array
    while executing
""if {$flist(totalcount,$mhProfile(unseen-sequence)) > 0} {
	FlagInner spool iconspool labelup
    } else {
	FlagInner down icondown labeldown
    }""
    (procedure ""Flag_MsgSeen"" line 3)
    invoked from within
""Flag_MsgSeen""
    (procedure ""MsgSeen"" line 8)
    invoked from within
""MsgSeen $msgid""
    (procedure ""MsgShow"" line 12)
    invoked from within
""MsgShow $msgid""
    (procedure ""MsgChange"" line 17)
    invoked from within
""MsgChange 4862 show""
    invoked from within
""time [list MsgChange $msgid $show""
    (procedure ""Msg_Change"" line 3)
    invoked from within
""Msg_Change $msg(id) $show""
    (procedure ""Msg_Show"" line 7)
    invoked from within
""Msg_Show cur""
    (""eval"" body line 1)
    invoked from within
""eval $msgShowProc""
    (procedure ""FolderChange"" line 55)
    invoked from within
""FolderChange inbox {Msg_Show cur}""
    invoked from within
""time [list  FolderChange $folder $msgShowProc""
    (procedure ""Folder_Change"" line 3)
    invoked from within
""Folder_Change $exmh(folder)""
    (procedure ""Exmh"" line 101)
    invoked from within
""Exmh""
    (""after"" script)which is probably related to my not having an ""unseen"" sequence anywhere
(certainly not in inbox) - I read all of my outstanding mail before I
tried this new exmh ...Second, I've been used to having a key binding which was to Msg_MarkUnseen
which doesn't seem to exist any more, and I'm not sure what I should replace
that with.   There's obviously a way as the ""Sequences"" menu does this.
The ""Mark Unseen"" menu entry in the message ""More"" menu is still wanting
that function as well...  | For those who have other sequences defined, the window will widen to
  | display the other sequences.Any chance of having that lengthen instead?   I like all my exmh stuff
in nice columns (fits the display better).   That is, I use the detached
folder list, one column.   The main exmh window takes up full screen,
top to bottom, but less than half the width, etc...I have space for more sequences, in the ""unseen"" window, as long as they
remain once nice narrow window (best would be if the sequences could be
ordered by some preference, then ones which didn't fit would just fall
off the bottom, and not be shown).I'd also prefer it if that window had no unusual background colouring,
just one constant colour - I have been running the unseen window with
background black, on a root window that is all black, with no borders or
other decorations, but made ""sticky"" - the appearance is just like the
folders with unseen messages (and their counts) are written into the
root window (because it is sticky, this small display follows me around
and do I can see when new mail needs processing).I also find that I tend to have a bunch of sequences that only ever occur
in one folder (some I had forgotten I ever created).  So in addition to
the ""sequences to always show"" and ""sequences to never show"", a
preference to only show sequences that occur in more than one folder
would be useful, and then have the sequences that occor only in the
folder I'm visiting appear in the list when that folder is current.
This is just to keep the list size somewhat manageable while remaining
productive (I quite often use a sequence to remember a particular message
in a folder - the name is used only there, and only for one message,
it gives me a handle on the message which remains as the folder is
packed, sorted, etc).I haven't updated my exmh for some time now, so I'm not sure if this
next one is new, or just new since 2.5, but the Sequences menu (on the
bar with New Flist Search ...) only contains ""unseen"" and ""urgent"".
It would be useful if it contained all of the sequences that the folder
happens to have defined.   A ""New sequence"" entry would also be useful
(to mark the message with a sequence name that didn't previously exist,
which can be done now using ""Search"" and the pick interface, but is
clumsy that way)Actually, you once could, now when I try this, entering a sequence name
in the pick box, and a single message number, or a range N-N in the
list of messages, and no pick attributes at all, I now get ...syntax error in expression ""int(1+1+(1 hit-1)*(3868-1-2)/(4878-1))""
    while executing
""expr int($minlineno+1+($msgid-$minmsgid)*($maxlineno-$minlineno-2)/($maxmsgid-$minmsgid))""
    (procedure ""Ftoc_FindMsg"" line 46)
    invoked from within
""Ftoc_FindMsg $msg""
    (procedure ""Ftoc_FindMsgs"" line 5)
    invoked from within
""Ftoc_FindMsgs $msgids""
    (procedure ""Ftoc_PickMsgs"" line 5)
    invoked from within
""Ftoc_PickMsgs $pick(ids) $pick(addtosel)""
    (procedure ""PickInner"" line 13)
    invoked from within
""PickInner {exec pick +inbox -list} {4852 -sequence mercury}""
    (""uplevel"" body line 1)
    invoked from within
""uplevel #0 $cmd""
    (procedure ""busyCursorInner"" line 8)
    invoked from within
""busyCursorInner $cmd $widgets""
    (procedure ""busyCursorHack"" line 32)
    invoked from within
""busyCursorHack $args""
    (""cursor"" arm line 1)
    invoked from within
""switch $busy(style) {
	icon		{busyIcon $args}
	cursorAll	{busyCursor $args}
	cursor		{busyCursorHack $args}
	default		{eval $args}
    }""
    (procedure ""busy"" line 3)
    invoked from within
""busy PickInner $cmd $msgs""
    (procedure ""Pick_It"" line 51)
    invoked from within
""Pick_It""
    invoked from within
"".pick.but.pick invoke""
    (""uplevel"" body line 1)
    invoked from within
""uplevel #0 [list $w invoke]""
    (procedure ""tkButtonUp"" line 7)
    invoked from within
""tkButtonUp .pick.but.pick
""
    (command bound to event)It has been ages since I did this last though.   I tried adding a Subject
to pick on (easy as I know what's in the message...) which made no difference.
Looks as if something is now saying ""1 hit"" when before it didn't, or
similar.  | I've also changed the ftoc colorization as discussed briefly on the list a 
  | week or so ago.Any chance of making the current message a little brighter background?
Just to make it stand out a fraction more than it does (maybe this is
more apparent to me than many, as I use very small fonts everywhere,
the background of the ftoc line isn't very wide).Hope this helps.kre_______________________________________________
Exmh-workers mailing list
Exmh-workers@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-workers",0
4397,empty,0
4398,empty,0
4399,empty,0
4400,empty,0
4401,empty,0
4402,empty,0
4403,empty,0
4404,empty,0
4405,"
>>>Robert Elz said: > I kind of doubt that any pre built-in sequence name is going to be
 > very general.   Even ""unseen"" can be changed (fortunately that one
 > is easy to find in the MH profile - though whether exmh does that,
 > os just uses ""unseen"" I haven't bothered to find out).exmh uses the profile setting - it appears as mhProfile(unseen-sequence)
in the code.--
Brent Welch
Software Architect, Panasas Inc
Pioneering the World's Most Scalable and Agile Storage Network
www.panasas.com
welch@panasas.com
_______________________________________________
Exmh-workers mailing list
Exmh-workers@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-workers",0
4406,"Hi!Is there a command to insert the signature using a combination of keys and not 
to have sent the mail to insert it then?Regards,
Ulises
_______________________________________________
Exmh-users mailing list
Exmh-users@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-users",0
4407,empty,0
4408,"Cheers Padraig.Exactly what I needed.I knew I liked linux !!!Cheers,
Declan
On Wed, Aug 21, 2002 at 12:30:12PM +0100, Padraig Brady mentioned:
> 
> man join-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
4409,"Hi all, I posted the below question to this list so I thought I'd update you
all. Thanks for your suggestions.Well, I'd decided to bite the bullet and spend big on a new case and CPU
fan.I bought a lian-li aluminum case. It was expensive as cases go (stgÂ£133.86)
but I decided, it's a good basis to build any future PC on.
It has 4 x 51/4"" drive bays and 6 x 3Â½"" drive bays so I should be ok for
future upgrades etc. I have to say it was worth it. Its a pleasure to work
on. It has a slide out tray to mount the Mother Board on, both sides come
off, the drive bays come out...all without using a screwdriver (thumb
screws). Even the edges inside the case are smooth so no banging your hands
off shape edges etc. There are 4 fans inside the case, which can be set to 3
different speeds. There are 4 usb ports on the front of the box too. The box
is big and has loads of room inside.
Oh... and it looks very cool :-)However there are 2 things to look out for. On the Maplins website it says* Up to three 80mm case fans can be fitted!
* ATX Power supply sold separatelyIn fact the case came with 4 fans and a power supply, which is great but I
ordered 2 fans and a power supply separately.
Also the case was a slightly different model to one advertised, as I got the
USB model. It does say (Product may vary in design and specification from
that show) but I missed that :-)I also bought a Flower Cooler Kit which is completely silent. Very nice.
(thanks Mike)So now I can code-in-peace...Justin
> -----Original Message-----
> From: ilug-admin@linux.ie [mailto:ilug-admin@linux.ie]On Behalf Of
> Justin MacCarthy
> Sent: Monday, August 12, 2002 12:56 PM
> To: Ilug@Linux.Ie
> Subject: [ILUG] PC Cases
>
>
> Hi all, I have a Linux box at home that makes a god awful amount of noise.
> Its a Athlon XP 1900+  with a  CoolerMaster fan.  Are they particularly
> noisy? I think its  the case/psu fan. It was a pretty cheap case. So what
> I'm looking for a quieter case/fan/power supply. I know you can get really
> quiet cases if you want to spend, but I'm looking for something in the
> middle ground, available in Dublin.
>
> Anyone recommend anything ? Thanks
>
> Justin
>
>
> --
> Irish Linux Users' Group: ilug@linux.ie
> http://www.linux.ie/mailman/listinfo/ilug for (un)subscription
> information.
> List maintainer: listmaster@linux.ie
>
>
>
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
4410,"On Wed, 21 Aug 2002 12:42:17 BST, Kiall Mac Innes said:
>Hi i have a phillips head skrew thats holding a circut board together i need
>to take it out ASAP and nothing will work, the threads on the skrew are
>almost completly gone, its is a very small skrew that i have to use a
>percision skrewdriver set to remove the skrews any help would be
>appreaciated...Get a very, *very* small set of drill bits.  Start drilling right
through the center of the head, at a slow speed so you don't pop
off and through the board!  Once you have a bit of an indent in,
increase the speed a little bit.If you've made a deepish indent, and the head doesn't pop off, use
the next largest drill bit you have.  Repeat until happy.Eventually the head should just pop off, allowing you to lift the
board off over the shaft of the screw... then ye can take out the
rest fairly easily with a pliers or whatnot.-- 
	Niall-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
4411,"Hi all, I posted the below question to this list so I thought I'd update you
all. Thanks for your suggestions.Well, I'd decided to bite the bullet and spend big on a new case and CPU
fan.I bought a lian-li aluminum case. It was expensive as cases go (stgÂ£133.86)
but I decided, it's a good basis to build any future PC on.
It has 4 x 51/4"" drive bays and 6 x 3Â½"" drive bays so I should be ok for
future upgrades etc. I have to say it was worth it. Its a pleasure to work
on. It has a slide out tray to mount the Mother Board on, both sides come
off, the drive bays come out...all without using a screwdriver (thumb
screws). Even the edges inside the case are smooth so no banging your hands
off shape edges etc. There are 4 fans inside the case, which can be set to 3
different speeds. There are 4 usb ports on the front of the box too. The box
is big and has loads of room inside.
Oh... and it looks very cool :-)However there are 2 things to look out for. On the Maplins website it says* Up to three 80mm case fans can be fitted!
* ATX Power supply sold separatelyIn fact the case came with 4 fans and a power supply, which is great but I
ordered 2 fans and a power supply separately.
Also the case was a slightly different model to one advertised, as I got the
USB model. It does say (Product may vary in design and specification from
that show) but I missed that :-)I also bought a Flower Cooler Kit which is completely silent. Very nice.
(thanks Mike)So now I can code-in-peace...Justin
> -----Original Message-----
> From: ilug-admin@linux.ie [mailto:ilug-admin@linux.ie]On Behalf Of
> Justin MacCarthy
> Sent: Monday, August 12, 2002 12:56 PM
> To: Ilug@Linux.Ie
> Subject: [ILUG] PC Cases
>
>
> Hi all, I have a Linux box at home that makes a god awful amount of noise.
> Its a Athlon XP 1900+  with a  CoolerMaster fan.  Are they particularly
> noisy? I think its  the case/psu fan. It was a pretty cheap case. So what
> I'm looking for a quieter case/fan/power supply. I know you can get really
> quiet cases if you want to spend, but I'm looking for something in the
> middle ground, available in Dublin.
>
> Anyone recommend anything ? Thanks
>
> Justin
>
>
> --
> Irish Linux Users' Group: ilug@linux.ie
> http://www.linux.ie/mailman/listinfo/ilug for (un)subscription
> information.
> List maintainer: listmaster@linux.ie
>
>
>
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
4412,"Dublin said:
> If you copy the files from your disk to the c: partition and mark it as
> active it should work ...Yeah, I figured that, but it doesn't seem to ... well, if that's the case
I'll give it another go tonight, maybe come back with some error messages.Just to clarify for those who didn't understand me initially - I have a
floppy drive installed, but it doesn't physically work. There's nowhere
handy to pick one up where I am, and I don't fancy waiting a few days for
one to arrive from Peats.Thanks for the answers,
Ciaran.
>
> You especially need io.sys, command.com and msdos.sys
>
> your cd driver .sys and read the autoexec.bat and config.sys files for
> hints on what you did with your boot floppy 
>
> P
>
> On Wed, 2002-08-21 at 14:07, Ciaran Johnston wrote:
>> Hi folks,
>> The situation is this: at home, I have a PC with 2 10Gig HDDs, and no
>> (working) floppy drive. I have been running Linux solely for the last
>> year, but recently got the urge to, among other things, play some of
>> my Windoze games. I normally install the windows partition using a
>> boot floppy which I have conveniently zipped up, but I haven't any way
>> of writing or reading a floppy.
>> So, how do I go about:
>> 1. formatting a C: drive with system files (normally I would use
>> format /s c: from the floppy).
>> 2. Installing the CDROM drivers (my bootdisk (I wrote it many years
>> ago) does this normally).
>> 3. Booting from the partition?
>>
>> I wiped all my linux partitions from the first drive and created
>> partitions for Windows (HDA1) Slackware and RedHat. I used cfdisk for
>> this. I made the first drive (hda) bootable. I then installed the
>> windows partition in LILO and reran lilo (installed in MBR). I copied
>> the contents of boot.zip to my new windows partition and tried to boot
>> it - all I get is a garbled line of squiggles.
>>
>> Anyone any ideas? I can't think of anywhere in Athlone to get a new
>> floppy drive this evening...
>>
>> Thanks,
>> Ciaran.
>>
>>
>>
>> --
>> Irish Linux Users' Group: ilug@linux.ie
>> http://www.linux.ie/mailman/listinfo/ilug for (un)subscription
>> information. List maintainer: listmaster@linux.ie
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
4413,"This is a bit of a messy solution but might be useful -If you have an internal zip drive (not sure about external) and
you bios supports using a zip as floppy drive, you could 
use a bootable zip disk with all the relevant dos utils.G.
___________________________
 Graham Smith,
 Network Administrator,
 Department of Computing,
 Institute of Technology,
 Tallaght, Dublin 24
 Phone: + 353 (01) 4042840-----Original Message-----
From: Ciaran Johnston [mailto:cj@nologic.org]
Sent: 21 August 2002 16:22
To: ilug@linux.ie
Subject: Re: [ILUG] Formatting a windows partition from Linux-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
4414,"Hmm.Make sure you formatted the partition with fat 16 and have made the
partition /dev/hda1 a size such that dos won't have a problem recognising
it!
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
4415,">Sorry for the OT. Just wondering if anybody knows of a similar type mailing
>list specifically dealing with MacOSX?  (which, FYI is a version of BSD)>SlÃ¡n,>TimHi Tim,
It isn't a ""version"" of anything except NeXTSTEP, with a Mac hackjob.
It has a bastardised, but functional BSD -layer- which sit's atop Mach and
uses case insensitive HFS+ but it isn't really a BSD.(Here's a neat trick, touch ""Makefile"" and ""makefile"", notice the lack of
error message but the absence of ""makefile"", and don't bother formatting for
UFS. The Apple UFS implementation performs like a dog, was frozen in 97,
implemented badly and has not been updated since. HFS+ get's tweaked every
now and then, but enough screaming has them looking at shoving UFS2 in there
somewhere down the road. )Then there's the holdover NeXT inherent weirdness, such as multiple versions
of common Unix files, but none of them do anything, and all changes you
would usually append to them have to go through NetInfo Manager.All in all, I find it to be a functional, if not overly quirky desktop
environment.As for your initial question,
http://www.omnigroup.com/developer/mailinglists/Regards,
Mark.
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
4416,"Conor Wynne wrote:>Dunno Tim, but I'm seriously considering buying one just for osx. But I'm
>gonna wait till they are providing the latest release first.Every new Mac comes with an upgrade 10.2 CD as of last week.
So if you bought one on the 12th, you'd be running 10.2 before the release
this Friday night.>Unless someone is selling some pomme kit for cheapish/swap?Good luck with that, even Mac geeks have a longer upgrade cycle than the
average PC user, but you'd never know...M.
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
4417,"How many Redhat admins out there use the redhat kickstart?
If you don't use it, how do you install redhat on all your 
workstations, do you do it by hand, with the cds?As we are looking at using Linux at work, I'm looking
into setting up the kickstart. There doesn't seem to
be a lot of documentation around about it.Does anybody know if it would be possible to do the following:
Get the machine to boot using DHCP and read it's kickstart
config file from teh DHCP server and in this config file
have the machine configured to use a static IP, so that when
the machine is rebooted it will come up with it's new IP.Also, There was no driver on the redhat network install flopopy
for the network card in the machine I'm installing. This required
me to uncompress the floppy image, loop mount it, add in the module
for the network card and compress it all up again. I'm not going
to be able to do this every time we get a new machine, I was
wondering if instead of having a boot floppy, you could use a boot
cdrom, but just for the purpose of having all the network card
modules on the cdrom. I'd still want it to get the packages from
an NFS server on the network.Any help with this would be greatly appreciated,
cheers,
deccy.-- 
---------------------------------------
Declan Houlihan
deccy@csn.ul.ie
http://deccy.csn.ul.ie/
----------------------------------------- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
4418,"On Tue, 2002-08-20 at 12:10, John P. Looney wrote:
>  Hmm. Yeah, mutt sorta calls the sendmail program directly. But I thought
> it would be very crap if the auth details (username, password) had to be
> hardcoded into the sendmail.cf (and damned if I can work out how to do
> that anyway).Postfix provides a binary called /usr/sbin/sendmail that does the right
thing. Which, presumably involves sticking your outgoing going message
in the right queue. Then you need your postfix SMTP client to
authenticate with your postfix SMTP server. Are you using SASL? If so,
I remember seeing documentation on how to configure the postfix SMTP
client to authenticate.Nick
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
4419,"On Wed, Aug 21, 2002 at 02:52:11PM +0800, al@mpsc.ph wrote:
> Could you please help me how to set up a dial-on-demand, what are the
> packages needed,
> and other requirements to get on.
depends on what you are using to dial. for debian put ""demand"" in
/etc/ppp/peers/. use ""idle 600"" to set the timeout to 10
minutes(600 secs). im not sure where exactly to put it for other
distros. whereever pppd gets it options from.regards
-- 
Ivan Kellyivan@ivankelly.net-----BEGIN GEEK CODE BLOCK-----
Version: 3.12
GCS d- s+: a--- C++ UL++++ P+++ L+++ E--- W++ N+ o-- K- w--- 
O-- M-- V-- PS+++ PE- Y+ PGP++ t+ 5 X++ R tv+ b+ DI+ D++ 
G e h! r-- y+ 
------END GEEK CODE BLOCK-------- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
4420,"Check out this. Its for compaq kit, but a pc's a pc ;--)http://www.geocities.com/rlcomp_1999/procedures/kickstart-rh70.htmlThere are other articles too.Hope that helps,CW
----------------
How many Redhat admins out there use the redhat kickstart?
If you don't use it, how do you install redhat on all your 
workstations, do you do it by hand, with the cds?As we are looking at using Linux at work, I'm looking
into setting up the kickstart. There doesn't seem to
be a lot of documentation around about it.Does anybody know if it would be possible to do the following:
Get the machine to boot using DHCP and read it's kickstart
config file from teh DHCP server and in this config file
have the machine configured to use a static IP, so that when
the machine is rebooted it will come up with it's new IP.Also, There was no driver on the redhat network install flopopy
for the network card in the machine I'm installing. This required
me to uncompress the floppy image, loop mount it, add in the module
for the network card and compress it all up again. I'm not going
to be able to do this every time we get a new machine, I was
wondering if instead of having a boot floppy, you could use a boot
cdrom, but just for the purpose of having all the network card
modules on the cdrom. I'd still want it to get the packages from
an NFS server on the network.Any help with this would be greatly appreciated,
cheers,
deccy.-- 
---------------------------------------
Declan Houlihan
deccy@csn.ul.ie
http://deccy.csn.ul.ie/
----------------------------------------- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
4421,"Lacking in a  _____
	     / ___ \
	    / /   \_\
	  _| |__
	 |_   __| 
	  _| |__
	 |_   __|
	   | |     __
	    \ \___/ /
	     \_____/  symbol on stupid solaris, I decided to fall back on good
ole' slang (and being in Limerick, used the local).  Besides, the quid is
no more :(But floppy discs are still quite cheep, aren't they?Paul, way to busy to be doing this.Sure wasn't it Niall Brady  
sometime around Wed, 21 Aug 2002 16:01:39 +0100 said:> On Wed, 21 Aug 2002 15:47:32 BST, Paul Askins said:
> >
> >Option 2, buy a floppy drive, they're only about 15 or 20 yoyos.
> 							   ^^^^^
>   ___  _   _ ___ ____  
>  / _ \| | | |_ _|  _ \ 
> | | | | | | || || | | |
> | |_| | |_| || || |_| |
>  \__\_\\___/|___|____/ 
> 
> [or at worst, squid :-)]
>                        
> -- 
> 	Niall
>-- 
Paul Askins <:)
Email:  Paul Askins The truth of a proposition has nothing to do with its credibility.  And
vice versa.-- 
Irish Linux Users' Group Social Events: social@linux.ie
http://www.linux.ie/mailman/listinfo/social for (un)subscription information.
List maintainer: listmaster@linux.ie",0
4422,"On Fri 19 Jul 2002 12:41, Wynne, Conor wrote:> As long as it looks like the cat type Pokemon called ""Persian"" [It just
> looks like a siamese]You're going to get Significant Frowns from your average cat breeder
if you say you want a cat who looks like a PokÃ©mon.Why is that PokÃ©mon called ""Persian"", anyway - it looks nothing like a
Persian cat?  It does look like a Siamese or (more likely)
Abyssinian.  If you want one of these breeds, I hope you're prepared
to part with â‚¬BIGNUM; they're not cheap.There aren't a lot of ""quality"" cat breeders in Ireland, and they tend
not to have many kittens for sale, so I don't know how feasible it is
to get a Siamese or Abyssinian in a hurry.  ""Not very"", is my best
guess.> I see the Burmese are nice but I like the pointy ears of the
> Siamese.Siamese *in general* aren't the friendliest of cats; they tend to be
slightly overbred and you end up with hissing maniacs as a result.
Abys tend to be nicer, and Burmese nicer still.  You can be lucky with
individual cats, though.         Colm-- 
Colm Buckley | colm@tuatha.org | +353 87 2469146 | www.colm.buckley.name
Santaclaustrophobia: Fear of crowded holiday shopping.
-- 
Irish Linux Users' Group Social Events: social@linux.ie
http://www.linux.ie/mailman/listinfo/social for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
4423,"Thanks Colm,-----------
>You're going to get Significant Frowns from your average cat breeder
>if you say you want a cat who looks like a PokÃ©mon.
-----------;-) Yep I know, but wee Daisy really loves Pokemon but she loves ""persians""
equally, actually any cat really, its really me that wants the pokemon style
cat ;)-----------------
>Why is that PokÃ©mon called ""Persian"", anyway - it looks nothing like a
>Persian cat?  It does look like a Siamese or (more likely)
>Abyssinian.  If you want one of these breeds, I hope you're prepared
>to part with â‚¬BIGNUM; they're not cheap.---------
Yep 450 yoyo's for a wee one, thats a lot of fish food. And I might not even
get one in the Republic. An Abssynian you say looks like the pokemon
Persian? That would qualify nicely.Thanks for the advice ladies, I now have TWO options. At least I still have
till Haloween before Daisy turns 5. D-Day. Regards
CW-- 
Irish Linux Users' Group Social Events: social@linux.ie
http://www.linux.ie/mailman/listinfo/social for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
